Id_Noleggio,Data_Consegna,Data_Ordine,Numero_Giorni,Luogo_Restituzione,Id_Dipendente,N_Id_Veicolo,N_Codice_Fiscale
900742,2022-12-01,2022-11-28,18,Kti,2000109,WAUKF68E05A370969,UMGHTD55F43V728K
900743,2022-11-04,2022-11-03,42,Savitaipale,2000132,WAUKF78P09A375635,MXZDCD63C48U147N
900744,2022-11-23,2022-11-20,18,Savitaipale,2000137,WAUKFBFL0BA717965,YPCAHS23G89S956B
900745,2022-11-10,2022-11-08,31,Kelasuri,2000091,WAUKH78E97A323488,MRRQBD39M25T250G
900746,2022-12-01,2022-11-29,33,Ambarawa,2000158,WAULC58E04A353854,FPYJIE60Z73E367L
900747,2022-12-13,2022-12-12,42,Pyatovskiy,2000041,WAULC58E35A826034,VOVBZB27E27D650G
900748,2022-10-29,2022-10-26,20,Sardasht,2000031,WAULC58E93A521473,CIEFDT13N50B891C
900749,2022-12-16,2022-12-13,31,Brasy,2000019,WAULFAFH9BN745640,LPXVQB71D50J378L
900750,2022-10-31,2022-10-30,34,Taouloukoult,2000094,WAULT58E32A001266,TEBXPV51K12D255F
900751,2022-12-18,2022-12-16,38,Xinzhou,2000042,WAULT64B42N116579,YDJMLY03L31O248W
900752,2022-10-28,2022-10-27,28,Nyakhachava,2000040,WAULV94E69N012353,QDHHHI76T56Y626S
900753,2022-11-05,2022-11-04,24,Citt,2000067,WAUMFAFL1AA066444,MSSUCT96G05K517C
900754,2022-10-25,2022-10-24,26,Bors,2000020,WAUMFAFR3FA595809,FUSUHO44U43I689Y
900755,2022-11-18,2022-11-17,47,Reforma,2000135,WAUML44E84N017267,CRHCTO21J03R505S
900756,2022-10-28,2022-10-25,35,Ambarawa,2000148,WAUMR44E17N841470,SGIJKK86Q13Q093Y
900757,2023-01-10,2023-01-07,33,Rentian,2000069,WAUMV94E29N758268,YPCAHS23G89S956B
900758,2022-12-28,2022-12-26,58,Taouloukoult,2000084,WAUNE78P58A918900,QNNWOP03R38H444V
900759,2022-10-19,2022-10-18,18,Brasy,2000020,WAUNF78P06A890966,DWZGPH36V95T072R
900760,2022-11-27,2022-11-26,46,Riti,2000016,WAUNF78P68A105319,PVWTOM06S63Y755D
900761,2022-11-23,2022-11-22,20,Reforma,2000179,WAURMAFD2EN556622,PASJSP67W24C424O
900762,2022-11-05,2022-11-02,16,Terangun,2000164,WAURVAFD2CN547249,RNCVFW69M72H227R
900763,2022-11-20,2022-11-18,50,"Black River",2000000,WAUSF98E08A638649,VEQHRA46A40O587I
900764,2022-10-24,2022-10-23,57,Rozwadza,2000066,WAUSH78E56A793662,PRIUNU55T10P633G
900765,2022-10-24,2022-10-23,55,Kti,2000135,WAUSH78E68A703292,NNASML76Q64W590P
900766,2022-12-18,2022-12-17,26,Taouloukoult,2000037,WAUSH94F67N404497,FWVOJZ20U92W055X
900767,2022-10-26,2022-10-23,22,Guxi,2000153,WAUUFAFH0BN179551,NKYXHT32Y15M087X
900768,2022-12-21,2022-12-19,19,Reforma,2000076,WAUUFAFH7DN340433,UKCJHL22E79A559M
900769,2022-11-17,2022-11-15,56,Floda,2000060,WAUUFAFH9DN985293,VIKBBV10M07P859J
900770,2022-11-21,2022-11-19,24,Xinzhou,2000112,WAUUL68E95A840918,SZNRQO74E09U002G
900771,2022-11-17,2022-11-14,60,Hengjie,2000135,WAUUL78E45A959367,KDHSXC24K95N963X
900772,2022-10-26,2022-10-24,33,Houjia,2000068,WAUUL98E66A279838,DDPEQF88V09C680E
900773,2023-01-09,2023-01-06,36,Busay,2000145,WAUVC68E04A468226,ENEGRD73I87H140X
900774,2022-12-21,2022-12-18,22,Kelasuri,2000114,WAUVFAFR7CA336904,PRIUNU55T10P633G
900775,2022-11-22,2022-11-20,22,Jumpangdua,2000115,WAUVT54B04N059156,APAYLB05K98K546S
900776,2023-01-07,2023-01-06,49,Mojokerto,2000114,WAUVVAFR3CA961433,SGIJKK86Q13Q093Y
900777,2023-01-12,2023-01-11,38,Terangun,2000035,WAUWFAFH7EN619598,AWCLWK38R47Q675U
900778,2022-10-21,2022-10-19,42,Xinzhou,2000117,WAUWFBFL0CA590265,ODAOBR73F09Q200J
900779,2023-01-07,2023-01-04,14,Citt,2000158,WAUXG74F09N936604,VCTACE56Y22B363A
900780,2022-12-11,2022-12-08,22,"San Miguel",2000072,WBA3A5C5XFF555877,FSRJUM14V56U599I
900781,2022-11-28,2022-11-27,22,Ambarawa,2000033,WBA3A5G52DN195095,PJTQVI42U39F924P
900782,2022-12-06,2022-12-03,52,Brasy,2000105,WBA3A5G53CN584861,STCIBL40F07P793Z
900783,2022-12-07,2022-12-05,36,Henanan,2000124,WBA3A5G57FN159096,MRRQBD39M25T250G
900784,2022-10-18,2022-10-16,39,Guxi,2000142,WBA3B5G56EN059874,PHZXFC59G30G609X
900785,2022-11-18,2022-11-15,17,Taouloukoult,2000056,WBA3N7C53FK654435,DBLGDH64L13N537B
900786,2022-11-02,2022-11-01,18,Jumpangdua,2000062,WBA3R5C57FK052436,LKKMMF59H36K486E
900787,2022-11-18,2022-11-17,56,Donglai,2000125,WBA3T1C56EP741847,MAMNDW82M71Z785X
900788,2022-10-20,2022-10-17,16,Sardasht,2000098,WBA5A7C54FD377528,CJYQYU53W30L121K
900789,2022-12-27,2022-12-24,10,Terangun,2000066,WBAAV53401J796789,MCIUZQ98N67S561P
900790,2022-12-24,2022-12-23,20,Fundong,2000128,WBAAV53411F279679,XXWKAS57J16D953M
900791,2023-01-01,2022-12-31,12,Henanan,2000006,WBABD53446P240061,RFOPIM00M55G831P
900792,2022-12-19,2022-12-16,14,Reforma,2000043,WBABS53483E568869,DALWZV82F51P785Y
900793,2022-12-05,2022-12-03,30,Brasy,2000176,WBABV13485J690562,QYDKBO24F43L414S
900794,2022-12-01,2022-11-30,25,Rozwadza,2000102,WBADW7C58BE572369,PADBXY05D59J640O
900795,2022-11-26,2022-11-24,16,Pyatovskiy,2000144,WBADX7C58DE285663,FCQFMO06I95N178B
900796,2022-10-19,2022-10-17,51,Xinzhou,2000019,WBAEP33422P332935,TPTEOO62T90L401U
900797,2022-12-30,2022-12-28,19,Busay,2000076,WBAET37425N455043,FUSUHO44U43I689Y
900798,2022-12-03,2022-12-01,26,Zhongxing,2000090,WBAEV33463K838532,MSSUCT96G05K517C
900799,2022-12-27,2022-12-24,45,Fundong,2000003,WBAFU7C51CD562501,VHXZZO73T52A529F
900800,2022-11-03,2022-11-01,16,Rentian,2000103,WBAFU9C58CD285597,MBIOWU23F78K866P
900801,2022-11-17,2022-11-15,50,Shardara,2000033,WBAGH03491D897493,TBTJKN77A74W383V
900802,2022-12-13,2022-12-10,39,Kti,2000049,WBAGL63535D237465,TZDZUO48N96A083Y
900803,2022-11-25,2022-11-22,49,Kti,2000086,WBAHN03586D421507,KWAQDB74C35Z586L
900804,2022-10-19,2022-10-17,53,Dengzhou,2000166,WBAHN83528D908011,MMXLUZ88S71D170B
900805,2022-12-07,2022-12-04,56,Rozwadza,2000094,WBAKB0C5XCC496516,LYIKNH46D31R943R
900806,2022-12-15,2022-12-12,37,Kelasuri,2000027,WBAKB4C54CC430552,ASARGF63Q01H540M
900807,2022-11-11,2022-11-10,33,"Black River",2000138,WBAKE3C5XDE841588,TGPQYF93T65B683P
900808,2022-11-13,2022-11-12,21,"Ponte Nova",2000165,WBAKP9C52FD856849,OJWXGA69F45E515X
900809,2022-10-31,2022-10-29,20,Citt,2000050,WBALL5C53CE587629,VFLJCM21O76Y799O
900810,2022-12-22,2022-12-19,44,Riti,2000008,WBALM7C56AE029425,THCWHR18P38J711N
900811,2022-12-19,2022-12-16,11,"Al Fashn",2000137,WBALW7C59CC891966,FUSUHO44U43I689Y
900812,2023-01-05,2023-01-02,27,Yashalta,2000002,WBANE53517B969913,OZHCVA09Z10X338T
900813,2023-01-11,2023-01-09,53,"Banjar Bongangede",2000114,WBAPK5C53BF784877,OTHWHS33G25Y812P
900814,2022-11-19,2022-11-16,49,Chortkiv,2000005,WBAVC53598A203179,HYCKWG44E89U808X
900815,2022-12-03,2022-12-02,18,Xinzhou,2000064,WBAVM5C55DV091349,EHIYIY02F44R920V
900816,2023-01-05,2023-01-04,41,Nyakhachava,2000115,WBAXH5C56DD552450,NBBTJR38Y98P820S
900817,2022-10-22,2022-10-21,30,Kapinango,2000006,WBAYA6C52FD433280,DEUOAW10N04S873S
900818,2022-12-22,2022-12-21,48,Brasy,2000070,WBAYA8C57FG916502,AXGHWK44A12V921L
900819,2023-01-15,2023-01-12,33,Donglai,2000037,WBAYB6C54FD046808,VFLJCM21O76Y799O
900820,2022-12-19,2022-12-17,56,"Al Fashn",2000057,WBAYE4C51DD949698,DJGAIX92U95M851O
900821,2023-01-11,2023-01-08,32,Tyres,2000162,WBAYE4C57FD107323,VUXPQA60J61Z542J
900822,2022-10-19,2022-10-16,29,Hengjie,2000042,WBAYF4C52FD227737,ADRPMU31S99L692A
900823,2022-11-14,2022-11-12,56,Chortkiv,2000166,WBAYM1C57ED290755,VEQHRA46A40O587I
900824,2022-12-02,2022-11-29,24,Yashalta,2000056,WBSBR93416P380945,XQKLOF03H62I351U
900825,2022-12-17,2022-12-16,57,Rozwadza,2000161,WDDHF0EB3EA992024,PQDADB31C43A759F
900826,2022-10-16,2022-10-15,59,Sardasht,2000116,WDDHF0EB5EB603281,GWSWCE20P38A006U
900827,2022-11-25,2022-11-24,27,Rentian,2000061,WDDHF0EB6EB549327,OHNRPS67N28P611D
900828,2023-01-03,2023-01-02,40,"Ponte Nova",2000076,WDDHF2EB0DA161526,SYQFES47S49E221E
900829,2023-01-05,2023-01-04,35,Riti,2000033,WDDHF5KB4FB184732,QDHHHI76T56Y626S
900830,2023-01-12,2023-01-09,19,Leubatang,2000112,WDDHF5KB6EA808504,HKGSWS83V01P425N
900831,2022-11-02,2022-10-30,37,Kelasuri,2000082,WDDHF8JB9DA153076,YVBLNE07O47U904E
900832,2022-12-11,2022-12-08,21,Citt,2000101,WDDJK6FA8FF178395,NTSZUG77F81W172E
900833,2023-01-04,2023-01-03,15,Xinzhou,2000074,WDDLJ6FB4FA098870,LSFPBQ10U09G931S
900834,2022-10-21,2022-10-18,30,Pyatovskiy,2000163,WP0AA2A98CS115044,TZDZUO48N96A083Y
900835,2022-11-17,2022-11-14,36,Taouloukoult,2000064,WP0AA2A9XES460188,PHZXFC59G30G609X
900836,2022-11-04,2022-11-01,58,"Black River",2000108,WP0AB2A97AS051086,HNIKRQ55V95I176E
900837,2023-01-10,2023-01-09,26,Citt,2000113,WP0CA2A85EK330805,PVWTOM06S63Y755D
900838,2023-01-16,2023-01-13,19,Nyakhachava,2000127,WP0CB2A80FS917167,HBQBMH10E35Q167P
900839,2023-01-04,2023-01-02,46,Bors,2000080,WP1AA2A2XCL535459,SYASOT83C73T570I
900840,2022-12-22,2022-12-21,16,Ambarawa,2000132,WUADUAFG9CN830227,KDHSXC24K95N963X
900841,2022-11-16,2022-11-14,50,Bors,2000119,WUALNAFG6EN915053,RNOKRN43U30X018N
900842,2022-11-25,2022-11-24,26,Shumyachi,2000117,WVGAV7AX6AW863891,CJYQYU53W30L121K
900843,2022-11-03,2022-11-02,44,Busay,2000025,WVWAN7AN8EE448781,RNOKRN43U30X018N
900844,2022-10-23,2022-10-22,50,Guxi,2000147,WVWED7AJ4BW582355,EZYMIQ77V21P502Y
900845,2022-10-20,2022-10-17,60,"Montes Claros",2000007,YV140MEB0F1165353,PZXGEE19W85R063I
900846,2022-12-27,2022-12-24,20,Niedzwiedz,2000001,YV1612FS5E1899140,EGNNSQ58I21V072T
900847,2022-12-12,2022-12-10,38,Brasy,2000173,YV1622FS2C2874670,BWLFES44M80C407K
900848,2022-12-11,2022-12-08,44,Creil,2000076,YV1672MS7B2554246,EKOTEO03D79C695W
900849,2022-12-07,2022-12-05,38,Citt,2000066,YV1902FH8D1035637,BWLYKL04V01P581D
900850,2022-11-01,2022-10-31,27,Jumpangdua,2000026,YV1940AS8D1888860,UMOFLD97Z40G646N
900851,2022-11-22,2022-11-20,24,Xinzhou,2000046,YV4612HK3F1455305,DBLGDH64L13N537B
900852,2022-12-07,2022-12-04,15,Terangun,2000035,YV4902DZ0E2270107,MRRQBD39M25T250G
900853,2023-07-15,2023-07-13,10,Yashalta,2000169,137FA90361E675607,GRKZME57G97Z477W
900854,2023-08-14,2023-08-13,72,Kelasuri,2000175,19UUA65595A031059,TBEBAP55P08P773A
900855,2023-04-19,2023-04-18,150,Ambarawa,2000096,19UUA66216A060741,AUDNZH53D26Q374U
900856,2023-08-18,2023-08-15,108,Yasothon,2000137,19UUA66238A137161,ASDSAA65O82W048O
900857,2023-05-26,2023-05-23,74,Pyatovskiy,2000070,19UUA662X7A767497,HTTUBV34H99Z729I
900858,2023-07-09,2023-07-07,43,Brasy,2000081,19UUA8F22CA833658,YYTGMB68R65F200F
900859,2023-09-02,2023-09-01,92,Pyatovskiy,2000138,19UUA8F50DA696490,ULZOOK13E53Z846G
900860,2023-06-12,2023-06-10,44,Taouloukoult,2000065,19UUA8F52CA504890,HYGYDE43Y42E709K
900861,2023-05-26,2023-05-24,50,Yajiang,2000138,19VDE3F34DE555576,LYIKNH46D31R943R
900862,2023-07-08,2023-07-07,106,Yashalta,2000139,19XFA1E82BE721054,NKZHSJ02P02N018O
900863,2023-08-11,2023-08-08,56,Pyatovskiy,2000150,19XFB2F54FE126025,LLCWQW56E47X161T
900864,2023-07-12,2023-07-09,130,Koupla,2000033,1B3AZ6JZ2AV049443,XALXDU25D36T806S
900865,2023-09-11,2023-09-10,87,Yasothon,2000124,1C3CCBBB2DN501421,KKJDCG64V27L600K
900866,2023-05-14,2023-05-13,76,Zhongxing,2000162,1C4AJWAG6FL807663,SYASOT83C73T570I
900867,2023-08-29,2023-08-27,91,Chortkiv,2000038,1C4NJPBA3CD041754,GQMSFR55I49B521U
900868,2023-08-13,2023-08-12,59,Rentian,2000171,1C4RDHAG1EC861960,DALWZV82F51P785Y
900869,2023-08-25,2023-08-22,13,Nyakhachava,2000171,1C4RDHEG9CC785542,QGVZVJ67E81R347X
900870,2023-07-19,2023-07-18,55,Terangun,2000086,1D4PT5GK9BW212280,BLVFUF67U35U133Q
900871,2023-08-14,2023-08-13,50,Citt,2000034,1D4PU2GK7AW457069,IJOPLL06H77E285D
900872,2023-04-29,2023-04-28,79,Brasy,2000040,1D7CE3BK8AS148097,MKDYLX10G79E360T
900873,2023-08-15,2023-08-12,126,Chortkiv,2000022,1D7CW3GKXAS673183,WTYTET78D52E919H
900874,2023-08-10,2023-08-08,96,Brasy,2000129,1D7RB1GP7AS311415,KKJDCG64V27L600K
900875,2023-07-25,2023-07-23,13,"Banjar Bongangede",2000090,1D7RE5GK5BS166637,RNCVFW69M72H227R
900876,2023-07-09,2023-07-07,83,Guxi,2000088,1D7RV1CP5BS933770,MBIOWU23F78K866P
900877,2023-05-31,2023-05-28,95,"Montes Claros",2000171,1D7RV1GT7BS993167,STCIBL40F07P793Z
900878,2023-10-08,2023-10-07,87,Lhoknga,2000135,1D7RW3GK0BS221318,DSPNJX53V75L306Q
900879,2023-09-02,2023-08-30,14,Busay,2000136,1FA6P0G73E5364938,BQPXMW91K40Z655X
900880,2023-04-21,2023-04-20,94,Kti,2000126,1FADP5AU3DL398472,RCKEZK69Q49V464N
900881,2023-08-10,2023-08-08,133,Jumpangdua,2000075,1FAHP3E2XCL695638,ZUAHGT40I70M001N
900882,2023-09-15,2023-09-12,145,Savitaipale,2000137,1FBAX2CM4FK354144,EGPDVE64N89B221X
900883,2023-06-28,2023-06-26,133,Donglai,2000071,1FBNE3BL2DD156041,MXZDCD63C48U147N
900884,2023-05-07,2023-05-04,48,Niedzwiedz,2000166,1FMCU0E70AK344532,RNOKRN43U30X018N
900885,2023-05-05,2023-05-03,139,Nyakhachava,2000099,1FMJK1F56BE701003,KJALBE02P35I118P
900886,2023-10-04,2023-10-02,40,"San Miguel",2000119,1FMJK1H59BE019830,TBEBAP55P08P773A
900887,2023-09-10,2023-09-08,144,Koupla,2000075,1FMJK1HT2FE492246,BTLCNU38B77A480P
900888,2023-08-24,2023-08-23,104,Taouloukoult,2000015,1FMJK2A58AE891947,YVTZAK26J32H313X
900889,2023-04-30,2023-04-29,36,Reforma,2000168,1FMJU1H51AE944207,QDHHHI76T56Y626S
900890,2023-06-20,2023-06-18,26,"Curahkalak Tengah",2000121,1FMNE1BW4AD275131,GICCIN03P68N368D
900891,2023-07-22,2023-07-20,71,Kelasuri,2000140,1FT7W2A69EE029869,VFLJCM21O76Y799O
900892,2023-08-27,2023-08-26,46,"San Miguel",2000173,1FTEW1C81AK491211,RFOPIM00M55G831P
900893,2023-08-07,2023-08-05,125,Yasothon,2000155,1FTEX1CM8BF263680,OHNRPS67N28P611D
900894,2023-05-28,2023-05-25,77,Riti,2000001,1FTEX1E83AF043958,XQKLOF03H62I351U
900895,2023-10-06,2023-10-04,20,Terangun,2000003,1FTEX1EW4AK395484,EGPDVE64N89B221X
900896,2023-06-02,2023-05-30,33,Sardasht,2000099,1FTMF1EW1AF601271,LPXVQB71D50J378L
900897,2023-06-07,2023-06-06,107,"Banjar Bongangede",2000176,1FTMF1EW2AF789931,ICXBOO62C46X083E
900898,2023-09-18,2023-09-15,46,Nyakhachava,2000085,1FTNF2B57AE959342,HVYDZC52N40G147U
900899,2023-07-06,2023-07-04,134,Citt,2000128,1FTSW2A55AE246377,HVYDZC52N40G147U
900900,2023-07-22,2023-07-20,37,Hengjie,2000097,1FTSW3A53AE527289,ZTDNHA00T76Z033H
900901,2023-05-09,2023-05-07,150,Hengjie,2000072,1FTSX2A50AE171083,SSNURZ92T99H278W
900902,2023-04-23,2023-04-21,92,Kti,2000160,1FTSX2A59AE046518,SGIJKK86Q13Q093Y
900903,2023-08-12,2023-08-11,112,Brasy,2000094,1FTWX3A5XAE280657,XALXDU25D36T806S
900904,2023-09-06,2023-09-05,76,Chortkiv,2000092,1G4GA5EC6BF079519,MXXDSV00E08U505V
900905,2023-06-27,2023-06-26,62,Yasothon,2000174,1G4GB5ER1CF699942,ZQBZBE99H04M220C
900906,2023-09-30,2023-09-28,122,"Zgornje Pirnice",2000162,1G4GE5E3XCF416988,MQOITN77R10W569M
900907,2023-07-06,2023-07-04,43,Taouloukoult,2000070,1G4GE5GD3BF022527,AVJMVS27Z20H763L
900908,2023-06-02,2023-05-31,51,Sardasht,2000013,1G4GJ5G39DF908244,AOTUMY85V25W369O
900909,2023-07-16,2023-07-15,39,Riti,2000076,1G4HP52K234335957,ACKAOT28C54B747N
900910,2023-07-01,2023-06-28,61,"Ponte Nova",2000083,1G4PR5SK7F4170336,MQBVSE69G24X064B
900911,2023-05-20,2023-05-18,115,Fundong,2000075,1G4PR5SK9C4883296,VOVBZB27E27D650G
900912,2023-06-12,2023-06-10,60,Citt,2000067,1G6AA5RA9E0857213,BWLYKL04V01P581D
900913,2023-06-21,2023-06-20,83,Tomakivka,2000000,1G6AA5RX8D0696761,VOVBZB27E27D650G
900914,2023-04-28,2023-04-25,114,Yashalta,2000111,1G6AB5RA6F0121697,JTULLO61Y25S823R
900915,2023-08-18,2023-08-15,16,Yashalta,2000111,1G6AB5RX1F0709687,IABKUK22Z37D061M
900916,2023-05-18,2023-05-15,113,Creil,2000105,1G6AB5SA5E0348081,WEWUCC84A08P226O
900917,2023-08-29,2023-08-27,68,Tyres,2000059,1G6AC5SX6F0500758,IABKUK22Z37D061M
900918,2023-04-22,2023-04-21,117,"Al Fashn",2000030,1G6AG5RX3D0651032,OTGPQC58Z84Z320S
900919,2023-05-09,2023-05-07,114,Citt,2000048,1G6AX5SX0F0456115,BWLFES44M80C407K
900920,2023-10-12,2023-10-10,13,Riti,2000133,1G6AZ5S3XE0226104,NANVTP58V02Y142L
900921,2023-09-16,2023-09-14,34,Brasy,2000076,1G6D25EY3B0996326,TIIEGQ69P24E773D
900922,2023-09-28,2023-09-27,26,"Ponte Nova",2000021,1G6DA1ED9B0905195,KKJDCG64V27L600K
900923,2023-09-14,2023-09-13,113,Zhongxing,2000129,1G6DA5EG0A0661811,PQKTMT95S16Q895M
900924,2023-08-09,2023-08-08,83,Leubatang,2000024,1G6DA67V080901953,KUYMGU73Q91J876N
900925,2023-04-18,2023-04-16,66,Mojokerto,2000108,1G6DA8E57C0914626,PADBXY05D59J640O
900926,2023-06-01,2023-05-31,141,"Zgornje Pirnice",2000149,1G6DF8EY5B0584365,EKOTEO03D79C695W
900927,2023-10-12,2023-10-09,74,Savitaipale,2000177,1G6DH8EY9B0981586,KWAQDB74C35Z586L
900928,2023-10-10,2023-10-08,104,"Zgornje Pirnice",2000018,1G6DJ8E36D0786704,IUAUCC59K14V403A
900929,2023-04-22,2023-04-19,59,Chortkiv,2000162,1G6DJ8EY3B0283589,NKYXHT32Y15M087X
900930,2023-08-12,2023-08-09,94,Tyres,2000142,1G6DK1ED3B0968998,TPTEOO62T90L401U
900931,2023-07-07,2023-07-06,71,Citt,2000118,1G6DK8EG8A0416804,FEQZTT01K44U855V
900932,2023-06-13,2023-06-12,99,Yajiang,2000146,1G6DL67A980578879,YDJMLY03L31O248W
900933,2023-06-08,2023-06-06,30,Chortkiv,2000019,1G6DM1E37D0289451,QSWUSY71S05C168H
900934,2023-07-05,2023-07-04,109,Houjia,2000145,1G6DM577680352777,JTULLO61Y25S823R
900935,2023-10-05,2023-10-03,142,Tomakivka,2000014,1G6DN8EV9A0927461,ODAOBR73F09Q200J
900936,2023-05-31,2023-05-28,150,Hengjie,2000020,1G6DS5E39D0543450,LZCJKW61P36B956M
900937,2023-07-14,2023-07-11,123,Houjia,2000008,1G6DT57V180050749,KSDJJH71U00Y725P
900938,2023-05-02,2023-04-30,82,Rozwadza,2000119,1G6DV8EP4D0887506,LRKFPS88X29R793R
900939,2023-09-04,2023-09-03,67,Hengjie,2000066,1G6DX67D780035657,BQPXMW91K40Z655X
900940,2023-08-10,2023-08-07,113,Dengzhou,2000027,1G6DX67D880612874,MQRHFW38P55L584M
900941,2023-05-04,2023-05-03,87,"Black River",2000117,1G6KD54Y55U047960,AQHUQM91Y24L005C
900942,2023-09-21,2023-09-18,133,Shumyachi,2000098,1G6KD57YX9U758376,XXWKAS57J16D953M
900943,2023-06-10,2023-06-08,89,Pyatovskiy,2000078,1G6KF54984U288574,TIIEGQ69P24E773D
900944,2023-04-21,2023-04-18,130,Henanan,2000039,1G6KH5EY5AU757440,UNSGHX85O74C099G
900945,2023-05-26,2023-05-25,103,Busay,2000080,1G6KY54903U300726,BJIAAD00I89R750C
900946,2023-07-14,2023-07-13,47,Pyatovskiy,2000143,1GD11XEG5FF082132,KUYMGU73Q91J876N
900947,2023-09-09,2023-09-08,88,"Ponte Nova",2000006,1GD11ZCG1BF455952,JDIHAJ88T19B837X
900948,2023-10-16,2023-10-14,73,"Al Fashn",2000073,1GD21XEG2FZ306010,RARJPS09X74W370I
900949,2023-05-10,2023-05-09,20,Floda,2000020,1GD21ZCG0BZ203323,HHBEPI57O65K856C
900950,2023-10-03,2023-10-02,52,Ambarawa,2000027,1GT01XEG2FZ694240,VEQHRA46A40O587I
900951,2023-04-29,2023-04-28,98,"Black River",2000097,1GT01XEGXFZ519864,ZQBZBE99H04M220C
900952,2023-09-05,2023-09-02,137,Floda,2000038,1GT01ZCGXCF461847,PFQSHB09I80Q357U
900953,2023-09-10,2023-09-07,43,Fundong,2000143,1GTN1TEH2FZ044041,YVBLNE07O47U904E
900954,2023-10-01,2023-09-28,8,Chortkiv,2000158,1GTN1TEXXBZ168737,FOQKFL09D13W363F
900955,2023-06-19,2023-06-17,47,"Black River",2000131,1GYEC63858R779088,PJTQVI42U39F924P
900956,2023-10-15,2023-10-13,37,Xinzhou,2000145,1GYFC23219R024854,VCTACE56Y22B363A
900957,2023-08-24,2023-08-21,143,Kelasuri,2000005,1GYFK16229R228930,XHKOVB62I60E869Q
900958,2023-08-14,2023-08-13,140,Henanan,2000060,1GYS3JKJ1FR525031,ZQBZBE99H04M220C
900959,2023-07-05,2023-07-02,107,Dengzhou,2000139,1GYS3KEF6DR579290,GGTOVX43I69Q115P
900960,2023-04-24,2023-04-21,43,Leubatang,2000134,1GYS4AEF4ER129453,MLGKBD08Z35O848F
900961,2023-07-04,2023-07-03,119,Niedzwiedz,2000158,1GYS4AEFXER131420,MMXLUZ88S71D170B
900962,2023-04-30,2023-04-28,146,"Black River",2000144,1GYS4DEF7DR217123,ELNUNK04G89J271U
900963,2023-07-27,2023-07-24,82,Creil,2000057,1GYS4TKJ8FR439241,LPWMRY69X73W341C
900964,2023-05-13,2023-05-10,82,Kapinango,2000034,1GYUKFEJ9AR730108,IAFUPZ19J05E550G
900965,2023-08-13,2023-08-11,101,Citt,2000116,1HGCP2E47AA234410,KYJCJD28C91F907R
900966,2023-04-21,2023-04-18,100,Savitaipale,2000166,1J4NF1GB9BD533505,XJSFWS35Z58V201Q
900967,2023-10-01,2023-09-29,38,Busay,2000029,1LNHL9DR3BG909556,LSFPBQ10U09G931S
900968,2023-08-13,2023-08-11,122,Tyres,2000026,1N4AL2AP5AC284704,EHFCZR29V05E294F
900969,2023-08-31,2023-08-30,144,Terangun,2000090,1N4AL3AP1EC713008,BNMSWA07M88K291E
900970,2023-09-30,2023-09-29,88,Kelasuri,2000035,1N4AL3AP5DC696261,LRNKWD99T00O750L
900971,2023-05-10,2023-05-09,24,"Montes Claros",2000079,1N4AL3AP5DC719294,XYHWCZ08K73F696Z
900972,2023-06-04,2023-06-03,52,Bors,2000163,1N6AA0CA5DN381548,PQDADB31C43A759F
900973,2023-05-14,2023-05-13,64,Shardara,2000046,1N6AA0CC4CN697149,AGNAZI55F89P801O
900974,2023-09-25,2023-09-24,91,Henanan,2000140,1N6AA0CC6CN735660,ENEGRD73I87H140X
900975,2023-09-24,2023-09-23,26,"Al Fashn",2000168,1N6AA0CH1FN392353,GICCIN03P68N368D
900976,2023-09-29,2023-09-27,92,Ambarawa,2000032,1N6AA0CH2FN812489,JDIHAJ88T19B837X
900977,2023-05-16,2023-05-15,136,Creil,2000048,1N6AA0CJ2EN592594,LRNKWD99T00O750L
900978,2023-07-02,2023-07-01,100,Niedzwiedz,2000039,1N6AA0CJ7DN220022,JQJNZR80E43T845L
900979,2023-09-13,2023-09-12,91,Bors,2000089,1N6AA0CJ7DN535161,KDHSXC24K95N963X
900980,2023-04-30,2023-04-28,60,Houjia,2000144,1N6AA0CJ7EN320591,UMGHTD55F43V728K
900981,2023-09-22,2023-09-20,131,Rozwadza,2000072,1N6AA0CJ8DN050818,ENWPSW44Y66V760J
900982,2023-05-05,2023-05-04,100,Taouloukoult,2000007,1N6AA0CJ8DN353226,NUXFNE88B80P060K
900983,2023-05-08,2023-05-07,30,Guxi,2000038,1N6AA0EC3FN259420,WZIIJL35R51D592O
900984,2023-07-13,2023-07-12,48,Creil,2000158,1N6AA0EC5FN531126,BNFGPY17G18J574E
900985,2023-07-13,2023-07-10,131,Xinzhou,2000023,1N6AD0CUXEN900726,JQJNZR80E43T845L
900986,2023-05-22,2023-05-19,51,"Curahkalak Tengah",2000069,1N6AD0CW9FN014819,RGFIXV77C92K763N
900987,2023-10-03,2023-09-30,61,Floda,2000112,1N6BF0KL3FN743131,HYGYDE43Y42E709K
900988,2023-04-19,2023-04-17,48,Henanan,2000144,1N6BF0KX2FN983628,KGWCCR64N20M371K
900989,2023-05-14,2023-05-12,100,Rozwadza,2000046,1VWAH7A38DC089591,ODAOBR73F09Q200J
900990,2023-07-10,2023-07-08,89,Creil,2000034,1VWAH7A38DC923911,VEFDKC02S92A720V
900991,2023-08-22,2023-08-21,133,Kti,2000075,2B3CA5CT8AH379423,HXJRYW27C89O640E
